"","year","ccode","worldbank","country","iso2c","un","scode","wbregion","iso3c","polity","polity2","democ","autoc","unreg","physint","speech","new_empinx","wecon","wopol","wosoc","elecsd","gdp.pc.wdi","gdp.pc.un","pop.wdi","amnesty","statedept","milper","cinc","bdeadbest","INGO_uia","domestic9","rt_code","nyt","amnesty.uas","region","muslim","nyt.lagged"
"4369",2008,42,"DOM","Dominican Rep","DO",214,"DOM","Caribbean","DOM",8,8,8,0,419,4,1,7,1,2,NA,2,4937.73104023773,4636.42894549221,9750195,4,4,NA,NA,0,NA,0,"DOM",0,2,"LA",0,0
"4370",2008,51,"JAM","Jamaica","JM",388,"JAM","Caribbean","JAM",9,9,9,0,419,5,1,10,2,2,NA,0,5118.70339247892,5041.6786136307,2671934,4,3,NA,NA,0,NA,0,"JAM",2,0,"LA",0,0
"4371",2008,52,"TTO","Trinidad and Tobago","TT",780,"TRI","Caribbean","TTO",10,10,10,0,419,6,1,10,2,3,NA,1,21395.278979768,21170.6479973323,1316449,3,2,NA,NA,0,NA,0,"TTO",0,0,"LA",6,0
"4372",2008,70,"MEX","Mexico","MX",484,"MEX","Central America","MEX",8,8,8,0,419,2,1,8,1,2,NA,1,9559.81447726485,9578.95463031576,114968039,4,3,NA,NA,0,NA,625,"MEX",5,41,"LA",0,0
"4373",2008,90,"GTM","Guatemala","GT",320,"GUA","Central America","GTM",8,8,8,0,419,6,2,10,1,2,NA,1,2867.49909248876,2867.48311969978,13648307,2,3,NA,NA,0,NA,0,"GTM",0,17,"LA",0,2
"4374",2008,91,"HND","Honduras","HN",340,"HON","Central America","HND",7,7,7,0,419,4,1,8,1,2,NA,1,1883.23236245302,1895.79578967696,7322368,2,3,NA,NA,0,NA,0,"HND",0,3,"LA",0,0
"4375",2008,92,"SLV","El Salvador","SV",222,"SAL","Central America","SLV",7,7,7,0,419,5,2,11,1,2,NA,2,3483.70941984884,3483.70138964748,6151776,2,3,NA,NA,0,NA,0,"SLV",1,0,"LA",0,1
"4376",2008,93,"NIC","Nicaragua","NI",558,"NIC","Central America","NIC",9,9,9,0,419,5,0,6,1,3,NA,0,1498.13235643137,1456.310618901,5667983,2,2,NA,NA,0,NA,437,"NIC",0,2,"LA",0,0
"4377",2008,94,"CRI","Costa Rica","CR",188,"COS","Central America","CRI",10,10,10,0,419,7,1,10,2,3,NA,2,6581.3081137056,6582.79244964765,4532711,NA,2,NA,NA,0,NA,0,"CRI",0,0,"LA",0,0
"4378",2008,95,"PAN","Panama","PA",591,"PAN","Central America","PAN",9,9,9,0,419,7,1,11,2,2,NA,2,7002.71283361662,6472.97860125848,3553480,NA,2,NA,NA,0,NA,125,"PAN",0,0,"LA",0,0
"4379",2008,100,"COL","Colombia","CO",170,"COL","South America","COL",7,7,7,0,419,0,1,9,1,2,NA,1,5405.10115183146,5403.45573508682,45153037,5,4,NA,NA,1937,NA,3125,"COL",6,17,"LA",0,6
"4380",2008,101,"VEN","Venezuela","VE",862,"VEN","South America","VEN",5,5,5,0,419,3,0,5,2,2,NA,1,11223.2173175372,11223.2113050461,28120312,3,4,NA,NA,0,NA,0,"VEN",3,1,"LA",0,1
"4381",2008,110,"GUY","Guyana","GY",328,"GUY","South America","GUY",6,6,6,0,419,5,1,10,1,3,NA,0,2478.40848691462,2478.4017507533,775739,NA,2,NA,NA,0,NA,0,"GUY",0,0,"LA",9,0
"4382",2008,115,"SUR","Suriname","SR",740,"SUR","South America","SUR",5,5,6,1,419,7,1,11,1,2,NA,1,6855.1823432557,6855.22122086231,515372,1,2,NA,NA,0,NA,0,"SUR",0,0,"LA",NA,0
"4383",2008,130,"ECU","Ecuador","EC",218,"ECU","South America","ECU",5,5,5,0,419,4,1,9,1,3,NA,2,4255.85199472837,4255.84958299805,14512402,2,3,NA,NA,0,NA,0,"ECU",0,2,"LA",0,0
"4384",2008,135,"PER","Peru","PE",604,"PER","South America","PER",9,9,9,0,419,5,1,11,1,2,NA,2,4246.94781124183,4510.19419837995,28625628,2,2,NA,NA,36,NA,937,"PER",0,2,"LA",0,8
"4385",2008,140,"BRA","Brazil","BR",76,"BRA","South America","BRA",8,8,8,0,419,4,2,9,2,2,NA,1,8622.55193841491,8622.70583132973,191765567,4,4,NA,NA,0,NA,125,"BRA",0,4,"LA",0,2
"4386",2008,145,"BOL","Bolivia","BO",68,"BOL","South America","BOL",8,8,8,0,419,5,1,8,1,2,NA,1,1695.56217908723,1695.56064583568,9834098,3,2,NA,NA,0,NA,1375,"BOL",0,0,"LA",0,0
"4387",2008,150,"PRY","Paraguay","PY",600,"PAR","South America","PRY",8,8,9,1,419,5,1,9,1,2,NA,1,2967.30497048199,2967.18618511373,6236005,3,3,NA,NA,0,NA,0,"PRY",0,0,"LA",0,0
"4388",2008,155,"CHL","Chile","CL",152,"CHL","South America","CHL",10,10,10,0,419,5,1,12,1,3,NA,2,10685.9865991306,10672.253492707,16831184,2,2,NA,NA,0,NA,0,"CHL",0,2,"LA",0,0
"4389",2008,160,"ARG","Argentina","AR",32,"ARG","South America","ARG",8,8,8,0,419,5,1,11,1,3,NA,1,10232.9590809902,8278.74714415151,39676083,2,2,NA,NA,0,NA,625,"ARG",3,0,"LA",0,2
"4390",2008,165,"URY","Uruguay","UY",858,"URU","South America","URY",10,10,10,0,419,8,2,13,1,3,NA,2,9067.50464821503,9067.51812939706,3348898,1,1,NA,NA,0,NA,0,"URY",0,0,"LA",0,0
"4391",2008,200,"GBR","United Kingdom","GB",826,"UKG","Northern Europe","GBR",10,10,10,0,150,7,1,12,2,1,NA,2,45170.5376263966,43822.8060917222,61806995,2,2,NA,NA,0,NA,0,"GBR",2,2,"West",1.60000002384186,2
"4392",2008,205,"IRL","Ireland","IE",372,"IRE","Northern Europe","IRL",10,10,10,0,150,6,1,11,2,2,NA,2,60971.0857988507,60674.2465482862,4489544,1,1,NA,NA,0,NA,250,"IRL",0,0,"West",0.109999999403954,0
"4393",2008,210,"NLD","Netherlands","NL",528,"NTH","Western Europe","NLD",10,10,10,0,150,7,2,13,2,3,NA,2,56630.848907654,52763.0472852319,16445593,1,1,NA,NA,0,NA,0,"NLD",5,0,"West",3,5
"4394",2008,211,"BEL","Belgium","BE",56,"BEL","Western Europe","BEL",8,8,8,0,150,7,1,13,1,3,NA,2,48563.0869027213,47099.1769585914,10709973,2,1,NA,NA,0,NA,500,"BEL",0,0,"West",2.5,1
"4395",2008,212,"LUX","Luxembourg","LU",442,"LUX","Western Europe","LUX",10,10,10,0,150,8,2,14,3,2,NA,2,112481.227692242,112336.629890752,488650,NA,1,NA,NA,0,NA,0,"LUX",0,0,"West",NA,0
"4396",2008,220,"FRA","France","FR",250,"FRN","Western Europe","FRA",9,9,9,0,150,6,1,10,2,3,NA,1,45417.4931348777,43938.9567930272,64371099,2,1,NA,NA,0,NA,0,"FRA",2,0,"West",1,2
"4397",2008,225,"CHE","Switzerland","CH",756,"SWZ","Western Europe","CHE",10,10,10,0,150,7,1,11,1,3,NA,2,72120.2267416189,68507.1156567177,7647675,2,2,NA,NA,0,NA,0,"CHE",0,2,"West",2.20000004768372,0
"4398",2008,230,"ESP","Spain","ES",724,"SPN","Southern Europe","ESP",10,10,10,0,150,4,1,11,2,3,NA,2,35580.0541558146,35218.8682845692,45954106,3,2,NA,NA,0,NA,0,"ESP",5,4,"West",1.20000004768372,3
"4399",2008,235,"PRT","Portugal","PT",620,"POR","Southern Europe","PRT",10,10,10,0,150,7,2,13,2,2,NA,2,24816.5280962835,23834.2702667067,10558177,2,2,NA,NA,0,NA,0,"PRT",0,0,"West",0,0
"4400",2008,255,"DEU","Germany","DE",276,"GMY","Western Europe","DEU",10,10,10,0,150,7,1,10,2,3,NA,2,45634.5271874812,43460.1564601896,82110097,1,1,NA,NA,0,NA,0,"DEU",0,2,"West",NA,0
"4401",2008,290,"POL","Poland","PL",616,"POL","Eastern Europe","POL",10,10,10,0,150,7,1,11,1,2,NA,2,13906.2181999449,13862.9665899309,38125759,1,2,NA,NA,0,NA,0,"POL",0,0,"EECA",0,0
"4402",2008,305,"AUT","Austria","AT",40,"AUS","Western Europe","AUT",10,10,10,0,150,7,1,12,2,3,NA,2,51293.1706539512,49648.146759252,8336926,1,2,NA,NA,0,NA,250,"AUT",0,0,"West",2.09999990463257,0
"4403",2008,310,"HUN","Hungary","HU",348,"HUN","Eastern Europe","HUN",10,10,10,0,150,7,1,11,1,2,NA,2,15598.3228871183,15351.2873327037,10038188,1,2,NA,NA,0,NA,0,"HUN",0,0,"EECA",0,0
"4404",2008,316,"CZE","Czech Republic","CZ",203,"CZR","Eastern Europe","CZE",8,8,8,0,150,7,1,11,2,2,NA,2,22649.423564194,21651.0122735944,10384603,1,1,NA,NA,0,NA,250,"CZE",0,0,"EECA",0,0
"4405",2008,317,"SVK","Slovak Republic","SK",703,"SLO","Eastern Europe","SVK",10,10,10,0,150,7,1,9,1,2,NA,0,18558.8792158151,17407.2519065273,5379233,1,2,NA,NA,0,NA,0,"SVK",0,2,"EECA",0,0
"4406",2008,325,"ITA","Italy","IT",380,"ITA","Southern Europe","ITA",10,10,10,0,150,7,1,11,2,2,NA,2,40661.1666423957,38536.2495835558,58826731,2,2,NA,NA,0,NA,375,"ITA",0,2,"West",0,0
"4407",2008,339,"ALB","Albania","AL",8,"ALB","Southern Europe","ALB",9,9,9,0,150,7,2,12,0,2,NA,1,4422.6927275478,4113.29712865719,2912559,2,2,NA,NA,0,NA,0,"ALB",0,0,"EECA",70,0
"4408",2008,341,"MNE","Kosovo","ME",499,"KOS","Southern Europe","MNE",8,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,7335.89700282982,7306.07809792736,618649,2,2,NA,NA,0,NA,0,"MNE",1,0,"EECA",NA,NA
"4409",2008,342,"SRB","Serbia","RS",688,"SER","Southern Europe","SRB",8,8,9,1,NA,NA,NA,NA,NA,NA,NA,NA,6701.77482455868,6497.84390279208,7350221,NA,NA,NA,NA,0,NA,NA,"SRB",10,0,"EECA",NA,13
"4410",2008,343,"MKD","Macedonia","MK",807,"MAC","Southern Europe","MKD",9,9,9,0,150,7,1,9,0,3,NA,0,4685.62016642279,4685.61825656403,2098769,2,2,NA,NA,0,NA,312,"MAC",0,0,"EECA",30,0
"4411",2008,344,"HRV","Croatia","HR",191,"CRO","Southern Europe","HRV",9,9,9,0,150,6,1,11,1,2,NA,2,15889.3510351443,15959.7385280559,4434508,1,1,NA,NA,0,NA,0,"HRV",2,2,"EECA",1.5,0
"4412",2008,346,"BIH","Bosnia","BA",70,"BOS","Southern Europe","BIH",NA,NA,-66,-66,150,7,1,7,1,2,NA,1,4846.13216289571,4829.25002389709,3861201,2,2,NA,NA,0,NA,0,"BIH",0,1,"EECA",40,5
"4413",2008,348,"MNE","Montenegro","ME",499,"MNT","Southern Europe","MNE",9,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,7335.89700282982,7306.07809792736,618649,NA,NA,NA,NA,0,NA,0,"MNE",1,0,"EECA",NA,0
"4414",2008,349,"SVN","Slovenia","SI",705,"SLV","Southern Europe","SVN",10,10,10,0,150,8,1,11,1,2,NA,1,27501.8102703687,26842.530383098,2021316,1,1,NA,NA,0,NA,0,"SVN",0,0,"EECA",1,0
"4415",2008,350,"GRC","Greece","GR",300,"GRC","Southern Europe","GRC",10,10,10,0,150,4,1,7,2,2,NA,1,31701.6553293689,30821.2739394484,11186439,3,2,NA,NA,0,NA,2312,"GRC",0,0,"EECA",1.29999995231628,1
"4416",2008,352,"CYP","Cyprus","CY",196,"CYP","Western Asia","CYP",10,10,10,0,142,7,2,10,2,2,NA,0,31928.396796291,31689.6320841488,1077089,1,2,NA,NA,0,NA,0,"CYP",0,0,"EECA",18,0
"4417",2008,355,"BGR","Bulgaria","BG",100,"BUL","Eastern Europe","BGR",9,9,9,0,150,6,1,10,1,2,NA,1,7115.91162415512,6906.02337142906,7492561,2,2,NA,NA,0,NA,0,"BGR",0,1,"EECA",13,0
"4418",2008,359,"MDA","Moldova","MD",498,"MLD","Eastern Europe","MDA",9,9,9,0,150,5,1,5,1,2,NA,0,1695.97281114375,1664.99766247378,3570108,3,2,NA,NA,0,NA,0,"MDA",0,0,"EECA",0,0
"4419",2008,360,"ROM","Romania","RO",642,"RUM","Eastern Europe","ROU",9,9,9,0,150,5,1,7,1,2,NA,0,9949.3548277855,9302.93463670481,20537875,3,3,NA,NA,0,NA,125,"ROU",0,0,"EECA",0.200000002980232,0
"4420",2008,365,"RUS","Russia","RU",643,"RUS","Eastern Europe","RUS",4,4,5,1,150,3,0,2,1,2,NA,0,11699.6789380578,11559.593232304,141956409,4,4,NA,NA,0,NA,750,"RUS",5,12,"EECA",10,3
"4421",2008,366,"EST","Estonia","EE",233,"EST","Northern Europe","EST",9,9,9,0,150,7,2,13,2,2,NA,2,18088.3815563127,18162.0754299258,1337090,2,1,NA,NA,0,NA,0,"EST",0,0,"West",0,1
"4422",2008,367,"LVA","Latvia","LV",428,"LAT","Northern Europe","LVA",8,8,8,0,150,6,1,7,1,2,NA,0,15463.6602764616,15644.8985860531,2177322,2,2,NA,NA,0,NA,0,"LVA",0,0,"West",0,0
"4423",2008,368,"LTU","Lithuania","LT",440,"LIT","Northern Europe","LTU",10,10,10,0,150,7,1,8,2,2,NA,0,14832.6881505581,15105.9361645333,3198231,1,1,NA,NA,0,NA,0,"LTU",0,0,"West",0,0
"4424",2008,369,"UKR","Ukraine","UA",804,"UKR","Eastern Europe","UKR",7,7,7,0,150,4,1,7,1,2,NA,1,3891.03782318207,3874.00869708402,46258200,3,3,NA,NA,0,NA,250,"UKR",0,4,"EECA",0,0
"4425",2008,370,"BLR","Belarus","BY",112,"BLR","Eastern Europe","BLR",-7,-7,0,7,150,4,0,4,1,3,NA,0,6377.35969207257,6357.62138629634,9528000,3,3,NA,NA,0,NA,0,"BLR",0,4,"EECA",0,0
"4426",2008,371,"ARM","Armenia","AM",51,"ARM","Western Asia","ARM",5,5,5,0,142,3,0,3,1,2,NA,0,3916.7381073829,3916.73810402984,2977488,3,3,NA,NA,0,NA,250,"ARM",0,1,"EECA",0,3
"4427",2008,372,"GEO","Georgia","GE",268,"GRG","Western Asia","GEO",6,6,7,1,142,5,1,10,0,2,NA,0,2919.69005144716,2899.74168807163,4383800,3,4,NA,NA,621,NA,250,"GEO",3,2,"EECA",11,0
"4428",2008,373,"AZE","Azerbaijan","AZ",31,"AZE","Western Asia","AZE",-7,-7,0,7,142,3,0,3,1,2,NA,0,5574.60380218613,5502.7191063009,8763400,2,3,NA,NA,0,NA,0,"AZE",0,0,"EECA",93.4000015258789,0
"4429",2008,375,"FIN","Finland","FI",246,"FIN","Northern Europe","FIN",10,10,10,0,150,7,1,13,2,3,NA,2,53403.2930519075,51139.365497134,5313399,1,1,NA,NA,0,NA,0,"FIN",0,0,"West",0,0
"4430",2008,380,"SWE","Sweden","SE",752,"SWD","Northern Europe","SWE",10,10,10,0,150,7,1,12,3,3,NA,2,55746.8494293656,52645.5636912456,9219637,1,1,NA,NA,0,NA,0,"SWE",1,5,"West",0,0
"4431",2008,385,"NOR","Norway","NO",578,"NOR","Northern Europe","NOR",10,10,10,0,150,7,2,13,3,3,NA,2,95189.8659272926,94995.9974392553,4768212,NA,1,NA,NA,0,NA,0,"NOR",0,0,"West",0,1
"4432",2008,390,"DNK","Denmark","DK",208,"DEN","Northern Europe","DNK",10,10,10,0,150,8,1,12,3,3,NA,2,64181.6064948008,62568.1988092041,5493621,2,1,NA,NA,0,NA,250,"DNK",0,1,"West",1.5,0
"4433",2008,402,"CPV","Cape Verde","CV",132,"CAP","Western Africa","CPV",10,10,10,0,2,7,2,13,1,3,NA,2,3692.0026744847,3692.00267347055,484651,NA,2,NA,NA,0,NA,0,"CPV",0,0,"Africa",NA,0
"4434",2008,404,"GNB","Guinea-Bissau","GW",624,"GNB","Western Africa","GNB",6,6,6,0,2,5,1,11,0,2,NA,2,569.64623596834,569.64623596834,1516920,1,2,NA,NA,0,NA,2312,"GNB",0,0,"Africa",45,0
"4435",2008,411,"GNQ","Equatorial Guinea","GQ",226,"EQG","Middle Africa","GNQ",-5,-5,0,5,2,2,1,5,2,1,NA,0,23463.7595004103,22110.7786813869,658025,3,3,NA,NA,0,NA,0,"GNQ",0,0,"Africa",NA,0
"4436",2008,420,"GMB","Gambia","GM",270,"GAM","Western Africa","GMB",-5,-5,0,5,2,6,0,8,0,3,NA,1,612.028578284383,612.0285776276,1577984,2,3,NA,NA,0,NA,0,"GMB",0,1,"Africa",90,1
"4437",2008,432,"MLI","Mali","ML",466,"MLI","Western Africa","MLI",7,7,7,0,2,5,1,9,1,2,NA,2,665.054688791965,665.052765076498,13138299,2,2,NA,NA,58,NA,0,"MLI",0,0,"Africa",90,3
"4438",2008,433,"SEN","Senegal","SN",686,"SEN","Western Africa","SEN",7,7,7,0,2,5,1,8,0,2,NA,1,1093.7637992977,1093.76541370291,12238791,3,2,NA,NA,0,NA,0,"SEN",0,2,"Africa",92,1
"4439",2008,434,"BEN","Benin","BJ",204,"BEN","Western Africa","BEN",7,7,7,0,2,6,0,6,0,2,NA,1,739.245214294878,739.256164232406,8973293,2,3,NA,NA,0,NA,0,"BEN",0,0,"Africa",15,0
"4440",2008,435,"MRT","Mauritania","MR",478,"MAA","Western Africa","MRT",-5,-5,0,5,2,5,1,3,2,2,NA,0,1047.44039970904,1030.44542942912,3422901,3,3,NA,NA,0,NA,1875,"MRT",0,2,"Africa",100,0
"4441",2008,436,"NER","Niger","NE",562,"NIR","Western Africa","NER",6,6,7,1,2,4,0,6,1,2,NA,1,366.63067917961,366.630527657727,14737895,3,4,NA,NA,47,NA,1875,"NER",0,1,"Africa",80,0
"4442",2008,437,"CIV","Ivory Coast","CI",384,"IVO","Western Africa","CIV",NA,0,-88,-88,2,3,0,4,1,2,NA,0,1326.66194581215,1274.96292267316,18260044,3,4,NA,NA,0,NA,0,"CIV",0,0,"Africa",60,0
"4443",2008,438,"GIN","Guinea","GN",324,"GUI","Western Africa","GIN",-1,-1,1,2,2,4,1,6,1,2,NA,0,437.805682673804,514.823977603258,10314678,4,3,NA,NA,0,NA,2187,"GIN",1,4,"Africa",85,0
"4444",2008,439,"BFA","Burkina Faso","BF",854,"BFO","Western Africa","BFA",0,0,2,2,2,6,1,9,1,2,NA,1,569.639293425797,569.639293425796,14659646,3,3,NA,NA,0,NA,437,"BFA",0,0,"Africa",50,0
"4445",2008,450,"LBR","Liberia","LR",430,"LBR","Western Africa","LBR",6,6,7,1,2,5,1,8,2,3,NA,1,231.447496004217,250.468726941439,3672714,2,3,NA,NA,0,NA,0,"LBR",2,0,"Africa",20,5
"4446",2008,451,"SLE","Sierra Leone","SL",694,"SIE","Western Africa","SLE",7,7,8,1,2,6,1,6,0,2,NA,0,452.920726774092,452.920739858729,5532139,3,2,NA,NA,0,NA,0,"SLE",0,0,"Africa",60,2
"4447",2008,452,"GHA","Ghana","GH",288,"GHA","Western Africa","GHA",8,8,8,0,2,5,1,9,1,-999,NA,1,1234.43717152612,1234.43717005356,23110139,2,3,NA,NA,0,NA,0,"GHA",0,0,"Africa",30,0
"4448",2008,461,"TGO","Togo","TG",768,"TOG","Western Africa","TGO",-4,-4,1,5,2,5,1,7,0,2,NA,1,528.337588491369,529.058926876102,5987491,2,3,NA,NA,0,NA,0,"TGO",0,0,"Africa",10,0
"4449",2008,471,"CMR","Cameroon","CM",120,"CAO","Middle Africa","CMR",-4,-4,1,5,2,3,0,2,0,2,NA,0,1190.21308917949,1190.21308917949,19595026,4,4,NA,NA,0,NA,125,"CMR",0,0,"Africa",16,0
"4450",2008,475,"NGA","Nigeria","NG",566,"NIG","Western Africa","NGA",4,4,4,0,2,2,1,6,0,2,NA,0,1376.01591471931,1376.0159073978,151208080,4,4,NA,NA,0,NA,2125,"NGA",0,1,"Africa",50,0
"4451",2008,481,"GAB","Gabon","GA",266,"GAB","Middle Africa","GAB",-4,-4,0,4,2,6,0,5,1,2,NA,0,10577.9167631962,11346.2614574705,1482843,NA,3,NA,NA,0,NA,0,"GAB",0,0,"Africa",0.5,0
"4452",2008,482,"CAF","Central African Republic","CF",140,"CEN","Middle Africa","CAF",-1,-1,1,2,2,3,0,5,1,2,NA,1,474.3894790148,474.38947901486,4185106,4,4,NA,NA,0,NA,0,"CAF",0,2,"Africa",15,0
"4453",2008,483,"TCD","Chad","TD",148,"CHA","Middle Africa","TCD",-2,-2,1,3,2,2,0,3,0,2,NA,0,938.471828777002,757.342637837136,11030628,5,5,NA,NA,713,NA,1875,"TCD",0,2,"Africa",50,0
"4454",2008,484,"COG","Congo Brazzaville","CG",178,"CON","Middle Africa","COG",-4,-4,0,4,2,4,1,9,1,2,NA,1,3059.22653465847,2625.08472240387,3876475,3,3,NA,NA,0,NA,125,"COG",0,0,"Africa",2,0
"4455",2008,490,"ZAR","Congo Kinshasa","CD",180,"ZAI","Middle Africa","COD",5,5,6,1,2,1,0,2,0,2,NA,0,326.527191838502,198.375940561891,58819038,5,5,NA,NA,0,NA,3125,"COD",5,3,"Africa",10,1
"4456",2008,500,"UGA","Uganda","UG",800,"UGA","Eastern Africa","UGA",-1,-1,1,2,2,3,0,1,1,3,NA,0,448.066862681226,515.355923355713,31778799,3,4,NA,NA,0,NA,1875,"UGA",1,2,"Africa",16,0
"4457",2008,501,"KEN","Kenya","KE",404,"KEN","Eastern Africa","KEN",7,7,7,0,2,2,1,5,1,2,NA,1,925.770430181841,785.782439261941,38773277,4,4,NA,NA,0,NA,2437,"KEN",3,2,"Africa",7,0
"4458",2008,510,"TZA","Tanzania","TZ",834,"TAZ","Eastern Africa","TZA",-1,-1,2,3,2,4,1,5,0,2,NA,0,503.604546870982,NA,42353790,2,3,NA,NA,0,NA,0,"TZA",0,0,"Africa",35,0
"4459",2008,516,"BDI","Burundi","BI",108,"BUI","Eastern Africa","BDI",6,6,7,1,2,1,0,6,1,3,NA,0,186.871748869565,186.895121284646,8624280,4,4,NA,NA,201,NA,1875,"BDI",0,3,"Africa",1,0
"4460",2008,517,"RWA","Rwanda","RW",646,"RWA","Eastern Africa","RWA",-3,-3,0,3,2,4,0,4,1,3,NA,0,469.196149994442,460.89729899069,10222961,2,2,NA,NA,0,NA,0,"RWA",3,0,"Africa",1,3
"4461",2008,520,"SOM","Somalia","SO",706,"SOM","Eastern Africa","SOM",NA,0,-77,-77,2,NA,-77,NA,-77,-77,NA,-77,NA,284.458872140114,9140259,5,5,NA,NA,1483,NA,4875,"SOM",1,3,"Africa",100,2
"4462",2008,522,"DJI","Djibouti","DJ",262,"DJI","Eastern Africa","DJI",2,2,3,1,2,7,0,7,1,2,NA,1,1233.31112117977,1212.85572389952,810100,NA,2,NA,NA,0,NA,0,"DJI",0,0,"Africa",94,0
"4463",2008,529,"ETH","Ethiopia","ET",231,"ETI","Eastern Africa","ETH",-3,-3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,327.602551297347,309.952087177506,82621190,NA,NA,NA,NA,NA,NA,1875,"ETH",3,6,"Africa",NA,4
"4464",2008,531,"ERI","Eritrea","ER",232,"ERI","Eastern Africa","ERI",-7,-7,0,7,2,0,0,1,1,2,NA,0,256.437569808174,256.437569802327,5382163,3,4,NA,NA,0,NA,0,"ERI",0,4,"Africa",48,0
"4465",2008,540,"AGO","Angola","AO",24,"ANG","Middle Africa","AGO",-2,-2,2,4,2,3,0,4,0,2,NA,1,4596.2682746015,4596.2682746015,18314441,3,3,NA,NA,0,NA,0,"AGO",0,1,"Africa",0,0
"4466",2008,541,"MOZ","Mozambique","MZ",508,"MZM","Eastern Africa","MOZ",5,5,5,0,2,5,0,6,0,3,NA,0,484.403529847359,434.530149755623,22762525,3,3,NA,NA,0,NA,125,"MOZ",0,0,"Africa",20,0
"4467",2008,551,"ZMB","Zambia","ZM",894,"ZAM","Eastern Africa","ZMB",7,7,7,0,2,4,1,8,0,2,NA,1,1437.88446077764,1175.35105093813,12456527,NA,3,NA,NA,0,NA,0,"ZMB",0,0,"Africa",1,0
"4468",2008,552,"ZWE","Zimbabwe","ZW",716,"ZIM","Eastern Africa","ZWE",-4,-4,1,5,2,0,0,0,1,2,NA,0,345.407434159512,429.836021411383,12784041,4,5,NA,NA,0,NA,937,"ZWE",9,12,"Africa",1,1
"4469",2008,553,"MWI","Malawi","MW",454,"MAW","Eastern Africa","MWI",6,6,6,0,2,4,1,8,0,2,NA,0,302.497318952241,373.176211737441,14138207,2,3,NA,NA,0,NA,0,"MWI",0,0,"Africa",20,0
"4470",2008,560,"ZAF","South Africa","ZA",710,"SAF","Southern Africa","ZAF",9,9,9,0,2,2,2,10,1,3,NA,1,5511.1950793331,5433.76566166919,49561256,3,3,NA,NA,0,NA,0,"ZAF",0,0,"Africa",2,0
"4471",2008,565,"NAM","Namibia",NA,516,"NAM","Southern Africa","NAM",6,6,6,0,2,6,1,9,1,3,NA,0,4020.53804287758,4183.24896606376,2110791,1,2,NA,NA,0,NA,0,"NAM",0,0,"Africa",0,0
"4472",2008,570,"LSO","Lesotho","LS",426,"LES","Southern Africa","LSO",8,8,8,0,2,6,1,11,2,3,NA,2,826.827106836723,826.827106806986,1972199,NA,2,NA,NA,0,NA,0,"LSO",0,0,"Africa",0,0
"4473",2008,571,"BWA","Botswana","BW",72,"BOT","Southern Africa","BWA",8,8,8,0,2,6,0,8,2,2,NA,1,5746.97887311809,5746.97887243634,1933719,NA,2,NA,NA,0,NA,0,"BWA",0,0,"Africa",0,0
"4474",2008,572,"SWZ","Swaziland","SZ",748,"SWA","Southern Africa","SWZ",-9,-9,0,9,2,4,0,4,0,2,NA,0,2616.94669225326,2607.15750524181,1153929,3,3,NA,NA,0,NA,125,"SWZ",0,0,"Africa",0,0
"4475",2008,580,"MDG","Madagascar","MG",450,"MAG","Eastern Africa","MDG",7,7,7,0,2,5,1,9,1,2,NA,1,472.379399752935,472.379399751671,19926785,NA,2,NA,NA,0,NA,0,"MDG",0,0,"Africa",7,0
"4476",2008,581,"COM","Comoros","KM",174,"COM","Eastern Africa","COM",9,9,9,0,2,5,1,9,1,1,NA,2,796.988807082486,805.701723493337,649291,NA,3,NA,NA,0,NA,NA,"COM",0,0,"Africa",NA,0
"4477",2008,590,"MUS","Mauritius","MU",480,"MAS","Eastern Africa","MUS",10,10,10,0,2,6,1,12,2,2,NA,2,7599.98667643994,7880.97227433675,1268565,NA,2,NA,NA,0,NA,0,"MUS",0,0,"Africa",16.6000003814697,0
"4478",2008,600,"MAR","Morocco","MA",504,"MOR","Northern Africa","MAR",-6,-6,0,6,2,4,0,4,1,2,NA,0,2827.28780294231,2871.22619908968,30955151,3,3,NA,NA,0,NA,3125,"MAR",0,3,"MENA",98.6999969482422,0
"4479",2008,615,"DZA","Algeria","DZ",12,"ALG","Northern Africa","DZA",2,2,3,1,2,5,0,3,2,2,NA,0,4786.5180703757,4801.02459300612,35725377,3,3,NA,NA,339,NA,0,"DZA",0,2,"MENA",99,1
"4480",2008,616,"TUN","Tunisia","TN",788,"TUN","Northern Africa","TUN",-4,-4,1,5,2,3,0,2,1,2,NA,0,4342.82317730308,4316.52814433338,10328900,3,3,NA,NA,0,NA,0,"TUN",0,1,"MENA",98,0
"4481",2008,620,"LBY","Libya","LY",434,"LIB","Northern Africa","LBY",-7,-7,0,7,2,3,0,3,2,2,NA,0,15853.4615089924,16220.8147075316,5876805,3,3,NA,NA,0,NA,0,"LBY",1,5,"MENA",97,1
"4482",2008,625,"SDN","Sudan","SD",729,"SUD","Northern Africa","SDN",-4,-4,0,4,2,0,0,2,1,2,NA,0,1263.42694535392,1430.35888494289,34040065,5,5,NA,NA,NA,NA,3125,"SDN",18,14,"MENA",70,28
